HIDROREY INDUSTRIAL,,,,,,,,,,,,,,,,,,,
Fecha:,,15/12/2025,,,,Catálogo de Productos,,,,,,,,,,Página:,,1,
Hora:,,14:23:05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clase,,,Clave,Nombre,Atributo,,Unidad,Grupo,,Subgrupo,Ma. Lo.,D. Vi.,,Tipo de Producto,,,,,Clave SAT
,,,,,,,,,,,,,,,,,,,
LUBRIC,,,AL4H3820ST,CARRETE ABIERTO S/MANG. AP 400 BAR 5,,,PIEZA,,LUB,LUBACCS,,,,VARIOS,,,,,
,"CARRETE ABIERTO S/MANG. AP 400 BAR 5               
incliye: conex carrete 3/8 ap faicoma 151, cople girat ap 1/4 carrete, tope maang carrete 3/8 faicoma 144",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AL606X,VALVULA REGULADORA DE PRESION,,,PIEZA,,ACCESORIOS,BYPASS,Lote/Serie/Pedim,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AL607,BYPASS AL607 4000 PSI BLACK,,,PIEZA,,ACCESORIOS,BYPASS,,,,BOQUILLAS ALTA,,,,,
,AL607 4000PSI W/KNOB,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AL608-EZ,BYPASS AL608-EZ,,,PIEZA,,ACCESORIOS,BYPASS,Lote/Serie/Pedim,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
TALLER,,,ALLFN9MM,JGO DE LLAVES HEXAG SURTEK ALLFN9MM,,,PIEZA,,HERRAMIENT,TEC2,,,,HERRAMIENTAS,,,,,
,,,,,,,,,,,,,,,,,,,
TALLER,,,ALLFN9STD,JGO. LLAVES HEXAG.SURTEK ALLFN9STD,,,PIEZA,,HERRAMIENT,TEC1,,,,HERRAMIENTAS,,,,,
,,,,,,,,,,,,,,,,,,,
AUTOLAVADO,,,ALSG20,BASE DE ALUMINIO P/CARRET ABIERT 20,,,PIEZA,,ACCESORIOS,ACCS,,,,CARWASH,,,,,
,BASE DE ALUMINIO P/CARRET ABIERT 20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,ANT,ANTICIPO IMPROCEDENTE,,,E48,,GIANT PUMP,P420A,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,ANT4C,"CONTRACTOR HYDROTESTER 28""",,,PIEZA,,,,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,ANTICIPO,ANTICIPO DE COMPRA CLIENTES,,,ACT,,ANTICIPOS,ANTICIPO,,,Ser.,,,,,84111506,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,AP-TOPPER,LAVATAPICERIAS 2 MOTORES ACERO INOX 60L,,,PIEZA,,EXTRACTORE,,,,,ASPIRADORAS,,,,,
,"2 MOTORES Y BOMBA DE INYECCION CHICA
ACCESORIO TAPICERO Y KIT DE ASPIRADO
ACERO INOX. 60 LTS.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,APG568-114,RETENES APG 568-114,,,PIEZA,,ACCESORIOS,,,,,X_OBSOLETOS,,,,,
,RETENES APG 568-114,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,APORTACION,APORTACIONES AL INFONAVIT,,,E48,,SERVICIOS,,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,APORTACIONES AL,APORTACIONES AL SAR,,,E48,,SERVICIOS,,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1260060,CONNECTING ROD ALUM,,,PIEZA,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1260151,PISTON GUIDE 15MM,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1260160,VALVE CAP; XM FORGED NOTE,,,PIEZA,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,VALVE CAP: XM FORGED NOTE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1260162,VALVE CAP,,,PIEZA,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1260250,OIL SIGHT GLASS,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1320140,CONNECTING ROD BRONZE,,,PIEZA,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1340060,CONNECTING ROD ALUM,,,PIEZA,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,VIP-13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1380060,Piston pin RKA,,,JUEGO,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1380090,AR1380090 PISTON GUIDE 18MM GUARNICION,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1380920,Guiding piston RKA,,,JUEGO,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1383020,BIELAS ANNOVI RKA BRONCE,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1383050,BIELAS ANNOVI RKA ALUMINIO >3000PSI,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1460150,PISTON VIP-61,,,PIEZA,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1780040,BIELA AR1780040 PARA XMA,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1780080,PISTONS RRA 18mm,,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,,
,VIPER VA4G42S,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1780090,AR1780090 PISTON GUIDE 15MM GUARNICION,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1780100,AR1780090 PISTON GUIDE 15MM GUARNICION2,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1780710,CONNECTING ROD BRONZE RSV,,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1828,KIT VALVULAS ANNOVI RKV,,,JUEGO,,ANNOVI,RKV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1829,KIT SUPPORT RING XR-18MM,,,JUEGO,,ANNOVI,RKV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1849,KIT1849 (Plungers for XW 28mm),,,JUEGO,,ANNOVI,SXW,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1855,KIT RETENES ANNOVI AR1855,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1856,KIT RETENES ANNOVI AR1856 RKV,,,JUEGO,,ANNOVI,RKV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1857,1857 KIT EMPAQUES AGUA PARA BOMBA RKA AN,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,1857 KIT EMPAQUES PARA BOMBA ANNOVI REVERBERI (F-4),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1860,AR1860 KIT OIL SEAL C VERSION XTV,,,JUEGO,,ANNOVI,XTV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1864,KIT VALVULAS ANNOVI AR1864 XMA,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1866,AR1866 KIT PACKING XTA / XTV,,,JUEGO,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1872,KIT OIL SEAL,,,JUEGO,,ANNOVI,XTA,,,,REPUESTOS,,,,40151712,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1874,AR1874 KIT WATERSEALS XT 18MM,,,JUEGO,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1880,KIT DE VALVULAS PARA AR610,,,JUEGO,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1887,AR1887 20X28,,,JUEGO,,ANNOVI,XTA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1890,"KIT,WATER SEAL XL2609,20",,,PIEZA,,ANNOVI,,Lote/Serie/Pedim,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1940051,CONNECTING ROD,,,PIEZA,,ANNOVI,SHP,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1980240,AR1980240 PARA SJV,,,PIEZA,,ANNOVI,SJV,,,,REPUESTOS,,,,,
,WASHER,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1981570,AR1981570 SJV GUIDE,,,PIEZA,,ANNOVI,SJV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR1982840,PLATO INCLINADO SJV,,,PIEZA,,ANNOVI,SJV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR200,"REEL HP 200FT 3/8""",,,PIEZA,,ACCESORIOS,CARRETES,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR201,"REEL HP 100FT 5/8""",,,PIEZA,,ACCESORIOS,CARRETES,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR20831,UNLOADER VALV REG PRESION BYPASS VR35,,,PIEZA,,ACCESORIOS,BYPASS,,,,BOQUILLAS ALTA,,,,,
,9GPM 5100PSI BYPASS VR35 ANNOVI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR20890,BYPASS UNLOADER MINI-MATIC 4/B 3,,,PIEZA,,ACCESORIOS,BYPASS,,,Kit,X_OBSOLETOS,,,,,
,"bypass annovi
OBSOLETO YA NO SE SURTE",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2125,KIT VALVE SXM SERIES,,,JUEGO,,ANNOVI,SXM,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR21669,Unloader Valve and By-Pass VR35,,,JUEGO,,ANNOVI,XTA,,,,BOQUILLAS ALTA,,,,40151712,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2167,AR2167 KIT WATER SEAL SJV,,,JUEGO,,ANNOVI,SJV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2185,AR2185  VALVULAS SHP JGO. COMPLETO 6 PZS,,,PIEZA,,ANNOVI,,,,,REPUESTOS,,,,40141636,
,valvulas de shp  jgo completo,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2185SUELTA,1949053 VALVULAS SUELTAS SHP,,,PIEZA,,ANNOVI,,,,,REPUESTOS,,,,,
,valvulas sueltas de shp,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2186,KIT VALVE RSV / RCJUEGO 6 PZAS,,,JUEGO,,ANNOVI,RSV,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2187,KIT PISTONES RSV,,,JUEGO,,ANNOVI,RSV,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2188,"KIT, OIL SEAL RSV",,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,,
,"KIT, OILSEAL RSV",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2189,"KIT, WATER SEAL RSV",,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,,
,"KIT, WATER SEAL RSV",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2191,"KIT, SUPPORT RINGS RSV",,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,40151712,
,"KIT,SUPPORT RINGS RSV",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2233,AR2233 KIT VALVULAS RMW,,,JUEGO,,ANNOVI,RMW,,,,REPUESTOS,,,,,
,kit de 6 valvulas,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2234,AR2234 KIT PISTON RM SERIES 55MM,,,JUEGO,,ANNOVI,RMW,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2235,KIT ANILLOS RMW,,,JUEGO,,ANNOVI,RMW,,,,REPUESTOS,,,,,
,"Kit,Water Seal RM",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2236,AR2236 OIL SEAL RETENES RMW,,,JUEGO,,ANNOVI,RMW,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2278,KIT DE EMP DIAM 20 / BOMBA XWA,,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,,
,KIT DE EMP DIAM 20 / BOMBA XWA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2280,REPAIR KIT UNLOADER RSV,,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,40141616,
,RSV RAPAIR KIT UNLOADER W/O HANDLE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR228340,Bearing RKA,,,JUEGO,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,Replaces AR2280240,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2507,"Kit,Piston Guides 28mm",,,JUEGO,,ANNOVI,SXW,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2513,AR2513 KIT PISTON SJ,,,JUEGO,,ANNOVI,SJV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2544,KIT PISTONES ANNOVI AR2544 XMA,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2545,KIT PISTON 18MM XM XMA-V,,,JUEGO,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2546,KIT PISTONES ANNOVI AR2546 RKA,,,JUEGO,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,JUEGO DE 3 PISTONES CERANICOS 18MM ANOVI RKA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2548,KIT PISTON 18MM SXW RW,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2628,"AR2628 KIT PISTON XT, HPE",,,JUEGO,,ANNOVI,XTV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2726,KIT2726 PISTONS RRA,,,JUEGO,,ANNOVI,RSV,,,,REPUESTOS,,,,40151700,
,AR 2726,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2733,KIT VALVE ARTIKA ANNOVI REVERBERI,,,JUEGO,,ANNOVI,,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2739,KIT PISTON ANNOVI AR2739 P/BOM XMA3G25N,,,PIEZA,,ANNOVI,,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2740,KIT SUPPORT RING 15MM,,,JUEGO,,ANNOVI,XMA,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2741,KIT ANILLOS ANNOVI AR2741 P/BOM XMA3G25N,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2745,KIT SUPPORT RING XM 18MM,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,40151700,
,VIPER VA4G42S,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2746,KIT2746 PISTONS RRA,,,JUEGO,,ANNOVI,RSV,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2747,KIT ANILLOS ANNOVI AR2747 P/BOM XMA-018,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2757,2757 PISTON ANNOVI REVERBERI,,,PIEZA,,ANNOVI,RKA,,,,REPUESTOS,,,,,
,2757 PISTON ANNOVI REVERBER,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2760230,"DETERGENT INJECTOR 3/8""",,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,,
,"DETERGENT INJECTOR 3/8""       PARA BOMBA RSV 3400",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2760290,FLANGE F40 PARA RSV,,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2760630,PLUG START RSV,,,PIEZA,,ANNOVI,RSV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2780,KIT VALVE XWA SERIES,,,JUEGO,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,KIT DE VALVULAS,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2781,"Kit,Oil Seal XWA",,,JUEGO,,ANNOVI,SXW,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2786,KIT RETENES OIL SEAL ANNOVI AR2786 XMA,,,PIEZA,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2787,KIT OIL SEAL XMV (D),,,JUEGO,,ANNOVI,XMA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2797,AR2797 KIT OIL SEAL XJ-SJ,,,JUEGO,,ANNOVI,SJV,,,,REPUESTOS,,,,40151712,
,retenes sj,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2812,REPAIR KIT MINI-MATIC,,,PIEZA,,ACCESORIOS,BYPASS,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2858,KIT UNLOADER 4/B SJV,,,JUEGO,,ANNOVI,SJV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2864,KIT VALVULAS PARA BOMBA RK ANNOVI,,,PIEZA,,ANNOVI,RRA,,,,REPUESTOS,,,,40151721,
,"MITM :
70-0319

Kit,Valve RK,RKA,RCW,RW
VIPER VA4G42S",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2869,VALVES CHECK ANNOVI SJV / XJW,,,JUEGO,,ANNOVI,SJV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2871,AR2871 KIT DE VALVULAS SXW,,,JUEGO,,ANNOVI,SXW,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2872,AR2872 KIT DE PISTONES (JGO DE 3 PZAS.),,,JUEGO,,ANNOVI,SXM,,,,REPUESTOS,,,,40151721,
,SERIE 194 P/SXW 18X48X(6.5/10)mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2873,"AR2873 KIT OIL SEAL SXW, RW",,,JUEGO,,ANNOVI,SXM,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2874,AR2874 KIT SEAL 18MM SXW,,,JUEGO,,ANNOVI,SXM,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2875,KIT PISTON GUIDE 18MM,,,JUEGO,,ANNOVI,SHP,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR2876,AR2876 KIT O RING VR35,,,JUEGO,,ANNOVI,XTA,,,,BOQUILLAS ALTA,,,,40151712,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3081290,Water Seals & Valves de AR390,,,PIEZA,,ANNOVI,,,,,REPUESTOS,,,,40141600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3082350,TSS switch de AR390,,,PIEZA,,ANNOVI,,,,,REPUESTOS,,,,39122200,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3200040,BIELA BOMBA RCA Y RCV,,,PIEZA,,ANNOVI,RCA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3200120,GUIDE REAR PISTON,,,PIEZA,,,,,,,REPUESTOS,,,,,
,GUIDE REAR PISTON,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3200130,GUIDE FRONT PISTON,,,PIEZA,,,,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3209615,AR OIL INDICATOR RC,,,JUEGO,,ANNOVI,XTA,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3220040,BIELA BOMBA RRA,,,PIEZA,,ANNOVI,RRA,,,,REPUESTOS,,,,40151700,
,VIPER VA4G42S,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3220060,GUIA DE PISTON BOMBA RRA,,,PIEZA,,ANNOVI,RRA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR3220070,PERNO GUIA DE PISTON BOMBA RRA,,,PIEZA,,ANNOVI,RRA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR390,HIDROLAVADORA AR390 OBSOLETA,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,BLUE CLEAN 120V USO LIGERO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR395081,AR oring FOR OIL INDICATOR RC,,,JUEGO,,ANNOVI,XTA,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42107,KIT ORING PARA RMV,,,PIEZA,,ANNOVI,RMV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42118,KIT UNLOADER RM SERIES,,,JUEGO,,ANNOVI,RMV,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42122,KIT ANILLOS RMW2.5G25,,,JUEGO,,ANNOVI,RMW,,,,REPUESTOS,,,,,
,"Kit,Water Seal RM",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42123,KIT VALVULAS RMW2.5G25 Y RMV,,,JUEGO,,ANNOVI,RMW,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42467,KIT PISTON RC,,,JUEGO,,ANNOVI,RCA,,,,REPUESTOS,,,,40151700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42468,KIT OIL SEAL RC,,,JUEGO,,ANNOVI,RCA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42469,KIT WATER SEAL RC 18M,,,JUEGO,,ANNOVI,RCA,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42474,KIT OIL SEAL RCV,,,JUEGO,,ANNOVI,RCA,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42476,KIT WATER SEAL RCV,,,JUEGO,,ANNOVI,RCA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42547,KIT42547 OIL SEALS RRA RETENES,,,JUEGO,,ANNOVI,RRA,,,,REPUESTOS,,,,,
,VIPER VA4G42S,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42549,KIT42549 WATER SEALS RRA 18MM,,,JUEGO,,ANNOVI,RRA,,,,REPUESTOS,,,,,
,VIPER VA4G42S,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42550,KIT42550 O RINGS RR Y RRA,,,JUEGO,,ANNOVI,RRA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42555,KIT42555 OIL SEALS RRA RETENES,,,JUEGO,,ANNOVI,RRA,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR42556,KIT42556 WATER SEALS RRV 15MM,,,JUEGO,,ANNOVI,,,,,REPUESTOS,,,,,
,KIT 15MM DIAM PARA BOMBAS RRV,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR43410,KIT DE EMPAQUES PARA BOMBA ANNOVI RGX,,,PIEZA,,ANNOVI,,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AR47003,KIT DE VALVULAS PARA BOMBA ANNOVI RGX,,,PIEZA,,ANNOVI,,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
